myanmar,mlcts,syllable_count,myanmar_syllables,mlcts_syllables
ပုဂ္ဂလိက,pu.ga.li.ka.,4,ပုဂ်|ဂ|လိ|က,pu.|ga.|li.|ka.
ပုဂ္ဂိုလ်,pu.gui,2,ပုဂ်|ဂိုလ်,pu.|gui
ပုဂ္ဂိုလ်စွဲ,pu.guicwai:,3,ပုဂ်|ဂိုလ်|စွဲ,pu.|gui|cwai:
ပုစ္ဆန်း,pu.hcan:,2,ပုစ်|ဆန်း,pac|hcan:
ပုစ္ဆာ,pu.hca,2,ပုစ်|ဆာ,pac|hca
ပုဏ္ဍရိက်,pu.da.ri.,3,ပုဏ်|ဍ|ရိက်,pun|da.|ri.
ပုဏ္ဏကတိုက်,pu.na.ka.tuik,4,ပုဏ်|ဏ|က|တိုက်,pun|na.|ka.|tuik
ပုဏ္ဏမာ,pu.na.ma,3,ပုဏ်|ဏ|မာ,pun|na.|ma
ပုဏ္ဏား,pu.na:,2,ပုဏ်|ဏား,pun|na:
ပုဏ္ဏားကွယ်,pu.na:kwai,3,ပုဏ်|ဏား|ကွယ်,pun|na:|kwai
ပုဏ္ဏားတိုင်,pu.na:tuing,3,ပုဏ်|ဏား|တိုင်,pun|na:|tuing
ပုဏ္ဏေးမ,pu.ne:ma.,3,ပုဏ်|ဏေး|မ,pun|ne:|ma.
ပုတ်ခတ်,puthkat,2,ပုတ်|ခတ်,put|hkat
ပုတ်တလုတ်,putta.lut,3,ပုတ်|တ|လုတ်,put|ta.|lut
ပုတ်ပေါင်း,putpaung:,2,ပုတ်|ပေါင်း,put|paung:
ပုတ်ပြတ်,putprat,2,ပုတ်|ပြတ်,put|prat
ပုတ်သင်ညို,putsangnyui,3,ပုတ်|သင်|ညို,put|sang|nyui
ပုဒ်ကလေး,pu.ka.le:,3,ပုဒ်|က|လေး,pu.|ka.|le:
ပုဒ်ကြီး,pu.kri:,2,ပုဒ်|ကြီး,pu.|kri:
ပုဒ်ဖြည့်,pu.hprany.,2,ပုဒ်|ဖြည့်,pu.|hprany.
ပုဒ်ဖြတ်,pu.hprat,2,ပုဒ်|ဖြတ်,pu.|hprat
ပုဒ်မ,pu.ma.,2,ပုဒ်|မ,pu.|ma.
ပုဒ်မကြီး,pu.ma.kri:,3,ပုဒ်|မ|ကြီး,pu.|ma.|kri:
ပုဒ်မခွဲ,pu.ma.hkwai:,3,ပုဒ်|မ|ခွဲ,pu.|ma.|hkwai:
ပုန်ကန်,punkan,2,ပုန်|ကန်,pun|kan
ပုန်စား,punca:,2,ပုန်|စား,pun|ca:
ပုန္နဖုသျှု,pu.na.hpu.hsyu.,4,ပုန်|န|ဖု|သျှု,pun|na.|hpu.|hsyu.
ပုန်းကွယ်,pun:kwai,2,ပုန်း|ကွယ်,pun:|kwai
ပုန်းခို,pun:hkui,2,ပုန်း|ခို,pun:|hkui
ပုန်းခိုးကွယ်ခိုး,pun:hkui:kwaihkui:,4,ပုန်း|ခိုး|ကွယ်|ခိုး,pun:|hkui:|kwai|hkui:
ပုန်းစလုတ်,pun:ca.lut,3,ပုန်း|စ|လုတ်,pun:|ca.|lut
ပုန်းညက်,pun:nyak,2,ပုန်း|ညက်,pun:|nyak
ပုန်းမကြည်,pun:ma.krany,3,ပုန်း|မ|ကြည်,pun:|ma.|krany
ပုန်းမဲစာ,pun:mai:ca,3,ပုန်း|မဲ|စာ,pun:|mai:|ca
ပုန်းရည်တောင်စာ,pun:ranytaungca,4,ပုန်း|ရည်|တောင်|စာ,pun:|rany|taung|ca
ပုန်းရှောင်,pun:hraung,2,ပုန်း|ရှောင်,pun:|hraung
ပုန်းလျှိုး,pun:hlyui:,2,ပုန်း|လျှိုး,pun:|hlyui:
ပုန်းလျှိုးကွယ်လျှိုး,pun:hlyui:kwaihlyui:,4,ပုန်း|လျှိုး|ကွယ်|လျှိုး,pun:|hlyui:|kwai|hlyui:
ပုန်းအောင်း,pun:aung:,2,ပုန်း|အောင်း,pun:|aung:
ပုပ်စော်နံ,pupcaunam,3,ပုပ်|စော်|နံ,pup|cau|nam
ပုပ်သိုး,pupsui:,2,ပုပ်|သိုး,pup|sui:
ပုပ်အဲ့အဲ့,pupai.ai.,3,ပုပ်|အဲ့|အဲ့,pup|ai.|ai.
ပုဗ္ဗကြယ်,pu.ba.krai,3,ပုဗ်|ဗ|ကြယ်,pu.|ba.|krai
ပုဗ္ဗစေတနာ,pu.ba.ceta.na,5,ပုဗ်|ဗ|စေ|တ|နာ,pu.|ba.|ce|ta.|na
ပုဗ္ဗနိမိတ်,pu.ba.ni.mit,4,ပုဗ်|ဗ|နိ|မိတ်,pu.|ba.|ni.|mit
ပုဗ္ဗဝိဒေဟ,pu.ba.wi.deha.,5,ပုဗ်|ဗ|ဝိ|ဒေ|ဟ,pu.|ba.|wi.|de|ha.
ပုဗ္ဗေနိဝါသဉာဏ်,pu.beni.wasa.nyak,6,ပုဗ်|ဗေ|နိ|ဝါ|သ|ဉာဏ်,pu.|be|ni.|wa|sa.|nyak
ပုလ္လိင်,pu.lang,2,ပုလ်|လိင်,pu.|lang
ပုံကျ,pumkya.,2,ပုံ|ကျ,pum|kya.
ပုံကျပန်းကျ,pumkya.pan:kya.,4,ပုံ|ကျ|ပန်း|ကျ,pum|kya.|pan:|kya.
ပုံကြမ်း,pumkram:,2,ပုံ|ကြမ်း,pum|kram:
ပုံကြမ်းလောင်း,pumkram:laung:,3,ပုံ|ကြမ်း|လောင်း,pum|kram:|laung:
ပုံကြီးချဲ့,pumkri:hkyai.,3,ပုံ|ကြီး|ချဲ့,pum|kri:|hkyai.
ပုံကြွ,pumkrwa.,2,ပုံ|ကြွ,pum|krwa.
ပုံခိုင်း,pumhkuing:,2,ပုံ|ခိုင်း,pum|hkuing:
ပုံချ,pumhkya.,2,ပုံ|ချ,pum|hkya.
ပုံစံ,pumcam,2,ပုံ|စံ,pum|cam
ပုံစံခွက်,pumcamhkwak,3,ပုံ|စံ|ခွက်,pum|cam|hkwak
ပုံစံတုတ်,pumcamtut,3,ပုံ|စံ|တုတ်,pum|cam|tut
ပုံစံထိုင်,pumcamhtuing,3,ပုံ|စံ|ထိုင်,pum|cam|htuing
ပုံစံထုတ်,pumcamhtut,3,ပုံ|စံ|ထုတ်,pum|cam|htut
ပုံဆောင်,pumhcaung,2,ပုံ|ဆောင်,pum|hcaung
ပုံဆောင်ခဲ,pumhcaunghkai:,3,ပုံ|ဆောင်|ခဲ,pum|hcaung|hkai:
ပုံဆွဲ,pumhcwai:,2,ပုံ|ဆွဲ,pum|hcwai:
ပုံဆွဲပျဉ်,pumhcwai:pyany,3,ပုံ|ဆွဲ|ပျဉ်,pum|hcwai:|pyany
ပုံဆွဲမှို,pumhcwai:hmui,3,ပုံ|ဆွဲ|မှို,pum|hcwai:|hmui
ပုံတလုတ်,pumta.lut,3,ပုံ|တ|လုတ်,pum|ta.|lut
ပုံတိုပတ်စ,pumtuipatca.,4,ပုံ|တို|ပတ်|စ,pum|tui|pat|ca.
ပုံတိုက်,pumtuik,2,ပုံ|တိုက်,pum|tuik
ပုံတိုက်ရန်ပုံငွေ,pumtuikranpumngwe,5,ပုံ|တိုက်|ရန်|ပုံ|ငွေ,pum|tuik|ran|pum|ngwe
ပုံတူ,pumtu,2,ပုံ|တူ,pum|tu
ပုံတူကား,pumtuka:,3,ပုံ|တူ|ကား,pum|tu|ka:
ပုံတူကူး,pumtuku:,3,ပုံ|တူ|ကူး,pum|tu|ku:
ပုံတောင်း,pumtaung:,2,ပုံ|တောင်း,pum|taung:
ပုံတောင်း,pumtaung:,2,ပုံ|တောင်း,pum|taung:
ပုံတော်ဖိနပ်,pumtauhpi.nap,4,ပုံ|တော်|ဖိ|နပ်,pum|tau|hpi.|nap
ပုံထုံး,pumhtum:,2,ပုံ|ထုံး,pum|htum:
ပုံနှိပ်,pumhnip',2,ပုံ|နှိပ်,pum|hnip'
ပုံနှိပ်စက်,pumhnip'cak,3,ပုံ|နှိပ်|စက်,pum|hnip'|cak
ပုံနှိပ်စာ,pumhnip'ca,3,ပုံ|နှိပ်|စာ,pum|hnip'|ca
ပုံနှိပ်တိုက်,pumhnip'tuik,3,ပုံ|နှိပ်|တိုက်,pum|hnip'|tuik
ပုံပမာ,pumpa.ma,3,ပုံ|ပ|မာ,pum|pa.|ma
ပုံပန်း,pumpan:,2,ပုံ|ပန်း,pum|pan:
ပုံပျက်,pumpyak,2,ပုံ|ပျက်,pum|pyak
ပုံပျက်ပန်းပျက်,pumpyakpan:pyak,4,ပုံ|ပျက်|ပန်း|ပျက်,pum|pyak|pan:|pyak
ပုံပြင်,pumprang,2,ပုံ|ပြင်,pum|prang
ပုံဖမ်း,pumhpam:,2,ပုံ|ဖမ်း,pum|hpam:
ပုံဖော်,pumhpau,2,ပုံ|ဖော်,pum|hpau
ပုံမကျပန်းမကျ,pumma.kya.pan:ma.kya.,6,ပုံ|မ|ကျ|ပန်း|မ|ကျ,pum|ma.|kya.|pan:|ma.|kya.
ပုံမှန်,pumhman,2,ပုံ|မှန်,pum|hman
ပုံမှန်အစည်းအဝေး,pumhmana.cany:a.we:,6,ပုံ|မှန်|အ|စည်း|အ|ဝေး,pum|hman|a.|cany:|a.|we:
ပုံမှားရိုက်,pumhma:ruik,3,ပုံ|မှား|ရိုက်,pum|hma:|ruik
ပုံယင်,pumyang,2,ပုံ|ယင်,pum|yang
ပုံလုံ,pumlum,2,ပုံ|လုံ,pum|lum
ပုံလုံတိုင်,pumlumtuing,3,ပုံ|လုံ|တိုင်,pum|lum|tuing
ပုံလောင်း,pumlaung:,2,ပုံ|လောင်း,pum|laung:
ပုံဝတ္ထု,pumwa.htu.,3,ပုံ|ဝတ်|ထု,pum|wat|htu.
ပုံသက်သေ,pumsakse,3,ပုံ|သက်|သေ,pum|sak|se
ပုံသဏ္ဌာန်,pumsa.htan,3,ပုံ|သဏ်|ဌာန်,pum|sak|htan
ပုံသေ,pumse,2,ပုံ|သေ,pum|se
ပုံသေကားကျ,pumseka:kya.,4,ပုံ|သေ|ကား|ကျ,pum|se|ka:|kya.
ပုံသေတိုး,pumsetui:,3,ပုံ|သေ|တိုး,pum|se|tui:
ပုံသေနည်း,pumsenany:,3,ပုံ|သေ|နည်း,pum|se|nany:
ပုံသေနှုန်း,pumsehnun:,3,ပုံ|သေ|နှုန်း,pum|se|hnun:
ပုံသေလစာ,pumsela.ca,4,ပုံ|သေ|လ|စာ,pum|se|la.|ca
ပုံသွင်း,pumswang:,2,ပုံ|သွင်း,pum|swang:
ပုံသွန်း,pumswan:,2,ပုံ|သွန်း,pum|swan:
ပုံအပ်,pumap,2,ပုံ|အပ်,pum|ap
ပုံ့ပုံ့,pum.pum.,2,ပုံ့|ပုံ့,pum.|pum.
ပုံ့ပုံ့ထိုင်,pum.pum.htuing,3,ပုံ့|ပုံ့|ထိုင်,pum.|pum.|htuing
ပုံးရည်,pum:rany,2,ပုံး|ရည်,pum:|rany
ပုံးရည်ကြီး,pum:ranykri:,3,ပုံး|ရည်|ကြီး,pum:|rany|kri:
ပူချစ်,puhkyac,2,ပူ|ချစ်,pu|hkyac
ပူစည်ဖောင်း,pucanyhpaung:,3,ပူ|စည်|ဖောင်း,pu|cany|hpaung:
ပူစပ်ပူလောင်ဖြစ်,pucappulaunghprac,5,ပူ|စပ်|ပူ|လောင်|ဖြစ်,pu|cap|pu|laung|hprac
ပူဆာ,puhca,2,ပူ|ဆာ,pu|hca
ပူဆွေး,puhcwe:,2,ပူ|ဆွေး,pu|hcwe:
ပူဇော်,pujau,2,ပူ|ဇော်,pu|jau
ပူဇော်သကာ,pujausa.ka,4,ပူ|ဇော်|သ|ကာ,pu|jau|sa.|ka
ပူဇော်သက္ကာရ,pujausa.kara.,5,ပူ|ဇော်|သက်|ကာ|ရ,pu|jau|sak|ka|ra.
ပူညံပူညံ,punyampunyam,4,ပူ|ညံ|ပူ|ညံ,pu|nyam|pu|nyam
ပူတကေ,puta.ke,3,ပူ|တ|ကေ,pu|ta.|ke
ပူတင်း,putang:,2,ပူ|တင်း,pu|tang:
ပူတာ,puta,2,ပူ|တာ,pu|ta
ပူတူတူး,pututu:,3,ပူ|တူ|တူး,pu|tu|tu:
ပူထူသွား,puhtuswa:,3,ပူ|ထူ|သွား,pu|htu|swa:
ပူဒီနာ,pudina,3,ပူ|ဒီ|နာ,pu|di|na
ပူဒီနာ,pudina,3,ပူ|ဒီ|နာ,pu|di|na
ပူပင်,pupang,2,ပူ|ပင်,pu|pang
ပူပန်,pupan,2,ပူ|ပန်,pu|pan
ပူပူနွေးနွေး,pupunwe:nwe:,4,ပူ|ပူ|နွေး|နွေး,pu|pu|nwe:|nwe:
ပူပူလောလော,pupulau:lau:,4,ပူ|ပူ|လော|လော,pu|pu|lau:|lau:
ပူဖောင်း,puhpaung:,2,ပူ|ဖောင်း,pu|hpaung:
ပူရီ,puri,2,ပူ|ရီ,pu|ri
ပူရှိမ်း,puhrim:,2,ပူ|ရှိမ်း,pu|hrim:
ပူလီ,puli,2,ပူ|လီ,pu|li
ပူအိုက်,puuik,2,ပူ|အိုက်,pu|uik
ပူးကပ်,pu:kap,2,ပူး|ကပ်,pu:|kap
ပူးတွဲ,pu:twai:,2,ပူး|တွဲ,pu:|twai:
ပူးပေါင်း,pu:paung:,2,ပူး|ပေါင်း,pu:|paung:
ပူးသတ်,pu:sat,2,ပူး|သတ်,pu:|sat
ပေကလတ်ပေကလတ်,peka.latpeka.lat,6,ပေ|က|လတ်|ပေ|က|လတ်,pe|ka.|lat|pe|ka.|lat
ပေကလတ်ပေကလတ်လုပ်,peka.latpeka.latlup,7,ပေ|က|လတ်|ပေ|က|လတ်|လုပ်,pe|ka.|lat|pe|ka.|lat|lup
ပေကတ်,pekat,2,ပေ|ကတ်,pe|kat
ပေကတ်ကတ်,pekatkat,3,ပေ|ကတ်|ကတ်,pe|kat|kat
ပေကျံ,pekyam,2,ပေ|ကျံ,pe|kyam
ပေကြိုး,pekrui:,2,ပေ|ကြိုး,pe|krui:
ပေခွက်,pehkwak,2,ပေ|ခွက်,pe|hkwak
ပေခွက်အုပ်,pehkwakup,3,ပေ|ခွက်|အုပ်,pe|hkwak|up
ပေစာ,peca,2,ပေ|စာ,pe|ca
ပေတစ်ရာလမ်း,petacralam:,4,ပေ|တစ်|ရာ|လမ်း,pe|tac|ra|lam:
ပေတုံးတာ,petum:ta,3,ပေ|တုံး|တာ,pe|tum:|ta
ပေတံ,petam,2,ပေ|တံ,pe|tam
ပေထက်အက္ခရာတင်,pehtaka.hka.ratang,6,ပေ|ထက်|အက်|ခ|ရာ|တင်,pe|htak|ak|hka.|ra|tang
ပေထုပ်,pehtup,2,ပေ|ထုပ်,pe|htup
ပေဖူးလွှာ,pehpu:hlwa,3,ပေ|ဖူး|လွှာ,pe|hpu:|hlwa
ပေမည့်,pemany.,2,ပေ|မည့်,pe|many.
ပေမီ,pemi,2,ပေ|မီ,pe|mi
ပေမီဒေါက်မီ,pemidaukmi,4,ပေ|မီ|ဒေါက်|မီ,pe|mi|dauk|mi
ပေမူ,pemu,2,ပေ|မူ,pe|mu
ပေမြှေး,pehmre:,2,ပေ|မြှေး,pe|hmre:
ပေယျာလ,peyyala.,3,ပေ|ယျာ|လ,pe|yya|la.
ပေယျာလကန်,peyyala.kan,4,ပေ|ယျာ|လ|ကန်,pe|yya|la.|kan
ပေရေ,pere,2,ပေ|ရေ,pe|re
ပေလုပ်မျဉ်းကိုင်,pelupmyany:kuing,4,ပေ|လုပ်|မျဉ်း|ကိုင်,pe|lup|myany:|kuing
ပေသီး,pesi:,2,ပေ|သီး,pe|si:
ပေသီးတွက်ခုံ,pesi:twakhkum,4,ပေ|သီး|တွက်|ခုံ,pe|si:|twak|hkum
ပေအံ့,peam.,2,ပေ|အံ့,pe|am.
ပေအံ့,peam.,2,ပေ|အံ့,pe|am.
ပေါဇစ်တစ်,pau:jactac,3,ပေါ|ဇစ်|တစ်,pau:|jac|tac
ပေါယယ်,pau:yai,2,ပေါ|ယယ်,pau:|yai
ပေါရာဏ,pau:rana.,3,ပေါ|ရာ|ဏ,pau:|ra|na.
ပေါလော,pau:lau:,2,ပေါ|လော,pau:|lau:
ပေါလောပေါ်,pau:lau:pau,3,ပေါ|လော|ပေါ်,pau:|lau:|pau
ပေါသော,pau:sau:,2,ပေါ|သော,pau:|sau:
ပေါက်ကရ,paukka.ra.,3,ပေါက်|က|ရ,pauk|ka.|ra.
ပေါက်ကရို,paukka.rui,3,ပေါက်|က|ရို,pauk|ka.|rui
ပေါက်ကောင်,paukkaung,2,ပေါက်|ကောင်,pauk|kaung
ပေါက်ကျော်,paukkyau,2,ပေါက်|ကျော်,pauk|kyau
ပေါက်ကြား,paukkra:,2,ပေါက်|ကြား,pauk|kra:
ပေါက်ကွဲ,paukkwai:,2,ပေါက်|ကွဲ,pauk|kwai:
ပေါက္ခရဝဿမိုး,pau:hka.ra.wa.sa.mui:,6,ပေါက်|ခ|ရ|ဝ|ဿ|မိုး,pauk|hka.|ra.|wa.|sa.|mui:
ပေါက်ချပ်,paukhkyap,2,ပေါက်|ချပ်,pauk|hkyap
ပေါက်ချွန်း,paukhkywan:,2,ပေါက်|ချွန်း,pauk|hkywan:
ပေါက်ခြမ်း,paukhkram:,2,ပေါက်|ခြမ်း,pauk|hkram:
ပေါက်ဂဏန်း,paukga.nan:,3,ပေါက်|ဂ|ဏန်း,pauk|ga.|nan:
ပေါက်စ,paukca.,2,ပေါက်|စ,pauk|ca.
ပေါက်စီ,paukci,2,ပေါက်|စီ,pauk|ci
ပေါက်ဈေး,paukjhe:,2,ပေါက်|ဈေး,pauk|jhe:
ပေါက်ဆပ်ပြာ,paukhcappra,3,ပေါက်|ဆပ်|ပြာ,pauk|hcap|pra
ပေါက်ဆား,paukhca:,2,ပေါက်|ဆား,pauk|hca:
ပေါက်တတ်ကရ,pauktatka.ra.,4,ပေါက်|တတ်|က|ရ,pauk|tat|ka.|ra.
ပေါက်တူး,pauktu:,2,ပေါက်|တူး,pauk|tu:
ပေါက်ပန်းဈေး,paukpan:jhe:,3,ပေါက်|ပန်း|ဈေး,pauk|pan:|jhe:
ပေါက်ပန်းဖြူ,paukpan:hpru,3,ပေါက်|ပန်း|ဖြူ,pauk|pan:|hpru
ပေါက်ပေါက်,paukpauk,2,ပေါက်|ပေါက်,pauk|pauk
ပေါက်ပေါက်ဆုပ်,paukpaukhcup,3,ပေါက်|ပေါက်|ဆုပ်,pauk|pauk|hcup
ပေါက်ပေါက်ရှာရှာ,paukpaukhrahra,4,ပေါက်|ပေါက်|ရှာ|ရှာ,pauk|pauk|hra|hra
ပေါက်ပြား,paukpra:,2,ပေါက်|ပြား,pauk|pra:
ပေါက်ပွား,paukpwa:,2,ပေါက်|ပွား,pauk|pwa:
ပေါက်ဖတ်,paukhpat,2,ပေါက်|ဖတ်,pauk|hpat
ပေါက်ဖော်,paukhpau,2,ပေါက်|ဖော်,pauk|hpau
ပေါက်ဖွား,paukhpwa:,2,ပေါက်|ဖွား,pauk|hpwa:
ပေါက်မဲ,paukmai:,2,ပေါက်|မဲ,pauk|mai:
ပေါက်မြောက်,paukmrauk,2,ပေါက်|မြောက်,pauk|mrauk
ပေါက်ရောက်,paukrauk,2,ပေါက်|ရောက်,pauk|rauk
ပေါက်လွှတ်ပဲစား,paukhlwatpai:ca:,4,ပေါက်|လွှတ်|ပဲ|စား,pauk|hlwat|pai:|ca:
ပေါက်သောက်,pauksauk,2,ပေါက်|သောက်,pauk|sauk
ပေါင်ခြံ,paunghkram,2,ပေါင်|ခြံ,paung|hkram
ပေါင်ခွင်,paunghkwang,2,ပေါင်|ခွင်,paung|hkwang
ပေါင်တံထိုး,paungtamhtui:,3,ပေါင်|တံ|ထိုး,paung|tam|htui:
ပေါင်တံထိုးတက်,paungtamhtui:tak,4,ပေါင်|တံ|ထိုး|တက်,paung|tam|htui:|tak
ပေါင်တွင်းကြော,paungtwang:krau:,3,ပေါင်|တွင်း|ကြော,paung|twang:|krau:
ပေါင်နှံ,paunghnam,2,ပေါင်|နှံ,paung|hnam
ပေါင်ပိုးခု,paungpui:hku.,3,ပေါင်|ပိုး|ခု,paung|pui:|hku.
ပေါင်ပိုးစမ,paungpui:ca.ma.,4,ပေါင်|ပိုး|စ|မ,paung|pui:|ca.|ma.
ပေါင်ပုပ်လက်ပုပ်နာ,paungpuplakpupna,5,ပေါင်|ပုပ်|လက်|ပုပ်|နာ,paung|pup|lak|pup|na
ပေါင်မြှောင်,paunghmraung,2,ပေါင်|မြှောင်,paung|hmraung
ပေါင်းစပ်နာမ်,paung:capnam,3,ပေါင်း|စပ်|နာမ်,paung:|cap|nam
ပေါင်းတင်,paung:tang,2,ပေါင်း|တင်,paung:|tang
ပေါင်းတင်းကျည်,paung:tang:kyany,3,ပေါင်း|တင်း|ကျည်,paung:|tang:|kyany
ပေါင်းထိုး,paung:htui:,2,ပေါင်း|ထိုး,paung:|htui:
ပေါင်းပင်,paung:pang,2,ပေါင်း|ပင်,paung:|pang
ပေါင်းပြန်ရေ,paung:pranre,3,ပေါင်း|ပြန်|ရေ,paung:|pran|re
ပေါင်းဖက်,paung:hpak,2,ပေါင်း|ဖက်,paung:|hpak
ပေါင်းဖတ်,paung:hpat,2,ပေါင်း|ဖတ်,paung:|hpat
ပေါင်းဖို,paung:hpui,2,ပေါင်း|ဖို,paung:|hpui
ပေါင်းဖော်,paung:hpau,2,ပေါင်း|ဖော်,paung:|hpau
ပေါင်းမိုး,paung:mui:,2,ပေါင်း|မိုး,paung:|mui:
ပေါင်းယှက်,paung:hyak,2,ပေါင်း|ယှက်,paung:|hyak
ပေါင်းရုံး,paung:rum:,2,ပေါင်း|ရုံး,paung:|rum:
ပေါင်းလည်းတော်,paung:lany:tau,3,ပေါင်း|လည်း|တော်,paung:|lany:|tau
ပေါင်းလန်,paung:lan,2,ပေါင်း|လန်,paung:|lan
ပေါင်းလိုက်,paung:luik,2,ပေါင်း|လိုက်,paung:|luik
ပေါင်းသင်,paung:sang,2,ပေါင်း|သင်,paung:|sang
ပေါင်းသင်း,paung:sang:,2,ပေါင်း|သင်း,paung:|sang:
ပေါင်းအိုး,paung:ui:,2,ပေါင်း|အိုး,paung:|ui:
ပေါ့ဆ,pau.hca.,2,ပေါ့|ဆ,pau.|hca.
ပေါ့ဆမှု,pau.hca.hmu.,3,ပေါ့|ဆ|မှု,pau.|hca.|hmu.
ပေါ့ပါး,pau.pa:,2,ပေါ့|ပါး,pau.|pa:
